text,label
Thanks for your help today!,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Meeting moved to Monday 11:30 AM.,SAFE
Package delivered to your front door.,SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
Package delivered to your front door.,SAFE
Dinner at Sakura tonight?,SAFE
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Mom: Call me when you land.,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Mom: Call me when you land.,SAFE
Invoice paid. Receipt attached.,SAFE
Meeting moved to Tuesday 1:00 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Library book due on Friday.,SAFE
Package delivered to your front door.,SAFE
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Dinner at Cafe Luna tonight?,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Thursday at 1:00 PM.,SAFE
Thanks for your help today!,SAFE
Your SSN is flagged. Call 800-555-1212 now to verify your identity.,SCAM
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Reminder: dentist appointment on Wednesday at 1:00 PM.,SAFE
Your Amazon order #825 has shipped.,SAFE
Package delivered to your front door.,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
Dinner at The Diner tonight?,SAFE
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Invoice paid. Receipt attached.,SAFE
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
Meeting moved to Wednesday 3:15 PM.,SAFE
Your warranty is expiring. Contact 877-333-9090 to extend coverage.,SCAM
Package delivered to your front door.,SAFE
This is the IRS. Immediate payment required today at 800-555-1212.,SCAM
Package delivered to your front door.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
Dinner at Cafe Luna tonight?,SAFE
Your Amazon order #411 has shipped.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Reminder: dentist appointment on Friday at 9:00 AM.,SAFE
Dinner at Sakura tonight?,SAFE
Your warranty is expiring. Contact 800-555-1212 to extend coverage.,SCAM
Your warranty is expiring. Contact 877-333-9090 to extend coverage.,SCAM
Student loan forgiveness approved. Call 800-555-1212 to process.,SCAM
Reminder: dentist appointment on Thursday at 1:00 PM.,SAFE
Meeting moved to Monday 9:00 AM.,SAFE
Invoice paid. Receipt attached.,SAFE
Mom: Call me when you land.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
Library book due on Wednesday.,SAFE
Dinner at Sakura tonight?,SAFE
Your Amazon order #751 has shipped.,SAFE
Package delivered to your front door.,SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Meeting moved to Monday 1:00 PM.,SAFE
Your Amazon order #524 has shipped.,SAFE
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Package delivered to your front door.,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Thanks for your help today!,SAFE
Your Amazon order #258 has shipped.,SAFE
Library book due on Thursday.,SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Package delivered to your front door.,SAFE
Meeting moved to Monday 1:00 PM.,SAFE
Dinner at The Diner tonight?,SAFE
Dinner at Cafe Luna tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Mom: Call me when you land.,SAFE
Mom: Call me when you land.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Dinner at Sakura tonight?,SAFE
Your Amazon order #993 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Thursday at 11:30 AM.,SAFE
Thanks for your help today!,SAFE
Dinner at The Diner tonight?,SAFE
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
Dinner at Sakura tonight?,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Wednesday 1:00 PM.,SAFE
Reminder: dentist appointment on Tuesday at 3:15 PM.,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Thanks for your help today!,SAFE
Mom: Call me when you land.,SAFE
Dinner at Sakura tonight?,SAFE
Library book due on Thursday.,SAFE
Your Amazon order #297 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Meeting moved to Wednesday 11:30 AM.,SAFE
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
Library book due on Wednesday.,SAFE
Dinner at The Diner tonight?,SAFE
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
Dinner at The Diner tonight?,SAFE
Your Amazon order #382 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
Your Amazon order #356 has shipped.,SAFE
Reminder: dentist appointment on Friday at 3:15 PM.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Meeting moved to Thursday 9:00 AM.,SAFE
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Meeting moved to Thursday 9:00 AM.,SAFE
Invoice paid. Receipt attached.,SAFE
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
Dinner at Cafe Luna tonight?,SAFE
Your Amazon order #440 has shipped.,SAFE
Your Amazon order #193 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
Your Amazon order #695 has shipped.,SAFE
URGENT: Your bank account has been locked. Verify now: http://bit.ly/secure-login,SCAM
Meeting moved to Friday 1:00 PM.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
Your Amazon order #278 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Your Amazon order #898 has shipped.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Mom: Call me when you land.,SAFE
Meeting moved to Monday 1:00 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
FedEx: delivery failed. Reschedule: http://bit.ly/secure-login,SCAM
Library book due on Thursday.,SAFE
Congratulations! You won a new iPhone. Claim here: http://bit.ly/secure-login,SCAM
Final notice: unpaid tax balance. Pay fee: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
Reminder: dentist appointment on Wednesday at 9:00 AM.,SAFE
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
Invoice paid. Receipt attached.,SAFE
Student loan forgiveness approved. Call 800-555-1212 to process.,SCAM
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Meeting moved to Friday 9:00 AM.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
Dinner at The Diner tonight?,SAFE
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Library book due on Thursday.,SAFE
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Library book due on Friday.,SAFE
Library book due on Monday.,SAFE
Meeting moved to Thursday 11:30 AM.,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Library book due on Thursday.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Library book due on Friday.,SAFE
Mom: Call me when you land.,SAFE
Meeting moved to Tuesday 9:00 AM.,SAFE
Reminder: dentist appointment on Wednesday at 11:30 AM.,SAFE
Reminder: dentist appointment on Friday at 1:00 PM.,SAFE
Meeting moved to Friday 9:00 AM.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Invoice paid. Receipt attached.,SAFE
Package delivered to your front door.,SAFE
Your SSN is flagged. Call 800-555-1212 now to verify your identity.,SCAM
Dinner at The Diner tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Reminder: dentist appointment on Thursday at 9:00 AM.,SAFE
Reminder: dentist appointment on Friday at 9:00 AM.,SAFE
Library book due on Monday.,SAFE
Dinner at Sakura tonight?,SAFE
Your Amazon order #792 has shipped.,SAFE
Mom: Call me when you land.,SAFE
This is the IRS. Immediate payment required today at 800-555-1212.,SCAM
Dinner at Sakura tonight?,SAFE
Thanks for your help today!,SAFE
Your Amazon order #930 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Tuesday at 1:00 PM.,SAFE
Mom: Call me when you land.,SAFE
Invoice paid. Receipt attached.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
Your Amazon order #100 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
Reminder: dentist appointment on Wednesday at 3:15 PM.,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Monday at 11:30 AM.,SAFE
Dinner at The Diner tonight?,SAFE
This is the IRS. Immediate payment required today at 888-404-5000.,SCAM
Your Amazon order #420 has shipped.,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Wednesday 3:15 PM.,SAFE
Package delivered to your front door.,SAFE
Your Amazon order #414 has shipped.,SAFE
Student loan forgiveness approved. Call 877-333-9090 to process.,SCAM
Library book due on Thursday.,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #593 has shipped.,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Friday 9:00 AM.,SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Meeting moved to Friday 11:30 AM.,SAFE
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Thursday at 1:00 PM.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
Package delivered to your front door.,SAFE
Your Amazon order #193 has shipped.,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Library book due on Tuesday.,SAFE
Your Amazon order #433 has shipped.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Tuesday 3:15 PM.,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Dinner at Sakura tonight?,SAFE
Library book due on Wednesday.,SAFE
Library book due on Thursday.,SAFE
Reminder: dentist appointment on Wednesday at 3:15 PM.,SAFE
Dinner at The Diner tonight?,SAFE
Reminder: dentist appointment on Tuesday at 9:00 AM.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Monday 9:00 AM.,SAFE
Library book due on Monday.,SAFE
This is the IRS. Immediate payment required today at 888-404-5000.,SCAM
Reminder: dentist appointment on Thursday at 9:00 AM.,SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
Mom: Call me when you land.,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Mom: Call me when you land.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Monday 1:00 PM.,SAFE
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
Dinner at The Diner tonight?,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Your Amazon order #602 has shipped.,SAFE
Meeting moved to Friday 3:15 PM.,SAFE
Final notice: unpaid tax balance. Pay fee: http://short.co/pay-fee,SCAM
Reminder: dentist appointment on Friday at 1:00 PM.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Dinner at Sakura tonight?,SAFE
Meeting moved to Friday 3:15 PM.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Thanks for your help today!,SAFE
Dinner at Sakura tonight?,SAFE
Dinner at The Diner tonight?,SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Dinner at The Diner tonight?,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Meeting moved to Monday 9:00 AM.,SAFE
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Your Amazon order #965 has shipped.,SAFE
Meeting moved to Friday 1:00 PM.,SAFE
Mom: Call me when you land.,SAFE
Meeting moved to Friday 11:30 AM.,SAFE
Meeting moved to Tuesday 1:00 PM.,SAFE
Package delivered to your front door.,SAFE
Student loan forgiveness approved. Call 877-333-9090 to process.,SCAM
Your Amazon order #892 has shipped.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Reminder: dentist appointment on Tuesday at 9:00 AM.,SAFE
Your Amazon order #510 has shipped.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Your Amazon order #453 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #770 has shipped.,SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Meeting moved to Wednesday 3:15 PM.,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Thanks for your help today!,SAFE
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
Package delivered to your front door.,SAFE
Your SSN is flagged. Call 888-404-5000 now to verify your identity.,SCAM
Thanks for your help today!,SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Student loan forgiveness approved. Call 877-333-9090 to process.,SCAM
Your Amazon order #682 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Library book due on Tuesday.,SAFE
Reminder: dentist appointment on Wednesday at 9:00 AM.,SAFE
Dinner at Sakura tonight?,SAFE
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
Invoice paid. Receipt attached.,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Wednesday 3:15 PM.,SAFE
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
Final notice: unpaid tax balance. Pay fee: http://short.co/pay-fee,SCAM
Mom: Call me when you land.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #962 has shipped.,SAFE
FedEx: delivery failed. Reschedule: http://bit.ly/secure-login,SCAM
Dinner at Sakura tonight?,SAFE
Package delivered to your front door.,SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Meeting moved to Friday 9:00 AM.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Mom: Call me when you land.,SAFE
Meeting moved to Thursday 3:15 PM.,SAFE
Your Amazon order #959 has shipped.,SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Meeting moved to Monday 9:00 AM.,SAFE
Your Amazon order #229 has shipped.,SAFE
Reminder: dentist appointment on Thursday at 3:15 PM.,SAFE
Thanks for your help today!,SAFE
Your Amazon order #153 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Tuesday at 3:15 PM.,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Mom: Call me when you land.,SAFE
Your Amazon order #704 has shipped.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Invoice paid. Receipt attached.,SAFE
Your Amazon order #693 has shipped.,SAFE
Package delivered to your front door.,SAFE
Invoice paid. Receipt attached.,SAFE
Package delivered to your front door.,SAFE
Library book due on Friday.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Reminder: dentist appointment on Monday at 3:15 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Mom: Call me when you land.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Tuesday 11:30 AM.,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Thursday at 11:30 AM.,SAFE
Package delivered to your front door.,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Library book due on Friday.,SAFE
Library book due on Tuesday.,SAFE
Package delivered to your front door.,SAFE
Library book due on Friday.,SAFE
Mom: Call me when you land.,SAFE
Invoice paid. Receipt attached.,SAFE
Your warranty is expiring. Contact 800-555-1212 to extend coverage.,SCAM
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
This is the IRS. Immediate payment required today at 800-555-1212.,SCAM
Dinner at Sakura tonight?,SAFE
Package delivered to your front door.,SAFE
Library book due on Thursday.,SAFE
Mom: Call me when you land.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Mom: Call me when you land.,SAFE
Meeting moved to Monday 9:00 AM.,SAFE
Mom: Call me when you land.,SAFE
Your SSN is flagged. Call 800-555-1212 now to verify your identity.,SCAM
Your Amazon order #251 has shipped.,SAFE
Your Amazon order #437 has shipped.,SAFE
Reminder: dentist appointment on Thursday at 3:15 PM.,SAFE
Thanks for your help today!,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Meeting moved to Thursday 3:15 PM.,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Library book due on Friday.,SAFE
Final notice: unpaid tax balance. Pay fee: http://short.co/pay-fee,SCAM
Library book due on Monday.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Meeting moved to Wednesday 3:15 PM.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Dinner at The Diner tonight?,SAFE
Package delivered to your front door.,SAFE
Library book due on Thursday.,SAFE
FedEx: delivery failed. Reschedule: http://bit.ly/secure-login,SCAM
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
Meeting moved to Wednesday 3:15 PM.,SAFE
Library book due on Tuesday.,SAFE
Your Amazon order #352 has shipped.,SAFE
Library book due on Wednesday.,SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
This is the IRS. Immediate payment required today at 888-404-5000.,SCAM
Meeting moved to Monday 11:30 AM.,SAFE
Mom: Call me when you land.,SAFE
Meeting moved to Tuesday 9:00 AM.,SAFE
Your Amazon order #130 has shipped.,SAFE
Meeting moved to Tuesday 1:00 PM.,SAFE
Reminder: dentist appointment on Wednesday at 3:15 PM.,SAFE
This is the IRS. Immediate payment required today at 888-404-5000.,SCAM
Your SSN is flagged. Call 888-404-5000 now to verify your identity.,SCAM
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Dinner at Sakura tonight?,SAFE
Your Amazon order #846 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Library book due on Thursday.,SAFE
Reminder: dentist appointment on Friday at 1:00 PM.,SAFE
Thanks for your help today!,SAFE
Library book due on Monday.,SAFE
Invoice paid. Receipt attached.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Student loan forgiveness approved. Call 877-333-9090 to process.,SCAM
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
Library book due on Thursday.,SAFE
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Package delivered to your front door.,SAFE
Your warranty is expiring. Contact 800-555-1212 to extend coverage.,SCAM
Library book due on Wednesday.,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
Your Amazon order #350 has shipped.,SAFE
Reminder: dentist appointment on Tuesday at 3:15 PM.,SAFE
Dinner at The Diner tonight?,SAFE
Dinner at Sakura tonight?,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Invoice paid. Receipt attached.,SAFE
Your Amazon order #408 has shipped.,SAFE
Reminder: dentist appointment on Wednesday at 11:30 AM.,SAFE
Mom: Call me when you land.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Thanks for your help today!,SAFE
Your Amazon order #252 has shipped.,SAFE
Meeting moved to Wednesday 3:15 PM.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Dinner at Sakura tonight?,SAFE
Reminder: dentist appointment on Monday at 3:15 PM.,SAFE
Reminder: dentist appointment on Wednesday at 11:30 AM.,SAFE
Mom: Call me when you land.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Tuesday at 3:15 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
Library book due on Tuesday.,SAFE
Library book due on Tuesday.,SAFE
Reminder: dentist appointment on Thursday at 3:15 PM.,SAFE
Mom: Call me when you land.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Meeting moved to Tuesday 3:15 PM.,SAFE
Reminder: dentist appointment on Tuesday at 3:15 PM.,SAFE
Meeting moved to Monday 9:00 AM.,SAFE
Your Amazon order #701 has shipped.,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Meeting moved to Tuesday 9:00 AM.,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #689 has shipped.,SAFE
Package delivered to your front door.,SAFE
Dinner at The Diner tonight?,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Your Amazon order #697 has shipped.,SAFE
Your warranty is expiring. Contact 877-333-9090 to extend coverage.,SCAM
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Monday at 1:00 PM.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Your Amazon order #934 has shipped.,SAFE
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Thursday at 11:30 AM.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Your Amazon order #560 has shipped.,SAFE
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Meeting moved to Friday 3:15 PM.,SAFE
Dinner at Cafe Luna tonight?,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Wednesday at 3:15 PM.,SAFE
Package delivered to your front door.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Dinner at The Diner tonight?,SAFE
Meeting moved to Friday 3:15 PM.,SAFE
Reminder: dentist appointment on Wednesday at 3:15 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Meeting moved to Wednesday 3:15 PM.,SAFE
Meeting moved to Friday 11:30 AM.,SAFE
Meeting moved to Tuesday 3:15 PM.,SAFE
Mom: Call me when you land.,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Reminder: dentist appointment on Thursday at 9:00 AM.,SAFE
Your Amazon order #982 has shipped.,SAFE
Your SSN is flagged. Call 800-555-1212 now to verify your identity.,SCAM
Reminder: dentist appointment on Wednesday at 1:00 PM.,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Thursday at 11:30 AM.,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Your Amazon order #863 has shipped.,SAFE
Library book due on Thursday.,SAFE
Meeting moved to Friday 11:30 AM.,SAFE
Dinner at Sakura tonight?,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Your Amazon order #725 has shipped.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Your Amazon order #387 has shipped.,SAFE
Dinner at The Diner tonight?,SAFE
Mom: Call me when you land.,SAFE
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
Dinner at Sakura tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Student loan forgiveness approved. Call 877-333-9090 to process.,SCAM
Meeting moved to Monday 9:00 AM.,SAFE
Package delivered to your front door.,SAFE
Your SSN is flagged. Call 800-555-1212 now to verify your identity.,SCAM
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Monday 11:30 AM.,SAFE
Final notice: unpaid tax balance. Pay fee: http://short.co/pay-fee,SCAM
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Library book due on Wednesday.,SAFE
This is the IRS. Immediate payment required today at 888-404-5000.,SCAM
Meeting moved to Wednesday 3:15 PM.,SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Library book due on Monday.,SAFE
